Date,Time,Condition,Temperature,Wind,Wind Direction,Humidity,Barometer,Visibility,AM/PM,time_clean,time_round
20200524,8:53 AM,Partly sunny,63,3 mph,Wind blowing from 190° South to North,70%,30.01 Hg,10 mi,AM,853,900
20200524,9:53 AM,Partly sunny,65,5 mph,Wind blowing from 200° South-southwest to North-northeast,66%,30.01 Hg,10 mi,AM,953,1000
20200524,10:53 AM,Passing clouds,68,6 mph,Wind blowing from 220° Southwest to Northeast,59%,30.00 Hg,10 mi,AM,1053,1100
20200524,11:53 AM,Passing clouds,72,7 mph,Wind blowing from 270° West to East,44%,29.99 Hg,10 mi,AM,1153,1200
20200531,1:53 AM,Passing clouds,61,5 mph,Wind blowing from 280° West to East,78%,29.98 Hg,10 mi,AM,153,200
20200531,2:53 AM,Passing clouds,61,3 mph,Wind blowing from 320° Northwest to Southeast,78%,29.97 Hg,10 mi,AM,253,300
20200602,10:53 AM,Passing clouds,74,6 mph,Wind blowing from 260° West to East,48%,29.99 Hg,10 mi,AM,1053,1100
20200602,7:53 AM,Passing clouds,67,5 mph,Wind blowing from 150° South-southeast to North-northwest,66%,29.99 Hg,10 mi,AM,753,800
20200602,8:53 AM,Passing clouds,70,6 mph,Wind blowing from 180° South to North,66%,30.01 Hg,10 mi,AM,853,900
20200609,4:53 AM,Clear,55,3 mph,Wind blowing from 60° East-northeast to West-southwest,69%,30.15 Hg,10 mi,AM,453,500
20200609,5:53 AM,Passing clouds,55,5 mph,Wind blowing from 50° Northeast to Southwest,62%,30.16 Hg,10 mi,AM,553,600
20200609,6:53 AM,Passing clouds,59,No wind,Wind blowing from 0° North to South,60%,30.16 Hg,10 mi,AM,653,700
20200609,7:53 AM,Passing clouds,64,No wind,Wind blowing from 0° North to South,56%,30.17 Hg,10 mi,AM,753,800
20200609,8:53 AM,Passing clouds,65,5 mph,Wind blowing from 210° South-southwest to North-northeast,59%,30.17 Hg,10 mi,AM,853,900
20200609,9:53 AM,Passing clouds,67,7 mph,Wind blowing from 230° Southwest to Northeast,59%,30.17 Hg,10 mi,AM,953,1000
20200616,2:53 AM,Passing clouds,60,13 mph,Wind blowing from 290° West-northwest to East-southeast,72%,29.98 Hg,10 mi,AM,253,300
20200616,3:53 AM,Passing clouds,60,9 mph,Wind blowing from 280° West to East,72%,29.98 Hg,10 mi,AM,353,400
20200616,4:53 AM,Passing clouds,60,9 mph,Wind blowing from 280° West to East,72%,29.99 Hg,10 mi,AM,453,500
20200616,5:53 AM,Passing clouds,59,7 mph,Wind blowing from 280° West to East,75%,29.99 Hg,10 mi,AM,553,600
20200615,12:53 AM,Clear,60,No wind,Wind blowing from 0° North to South,75%,29.99 Hg,10 mi,AM,53,100
20200706,9:53 AM,Passing clouds,65,5 mph,Wind blowing from 230° Southwest to Northeast,68%,29.98 Hg,10 mi,AM,953,1000
20200706,10:53 AM,Passing clouds,67,10 mph,Wind blowing from 250° West-southwest to East-northeast,59%,29.98 Hg,10 mi,AM,1053,1100
20200706,11:53 AM,Passing clouds,69,17 mph,Wind blowing from 250° West-southwest to East-northeast,53%,29.99 Hg,10 mi,AM,1153,1200
20200713,7:53 AM,Partly sunny,61,12 mph,Wind blowing from 240° West-southwest to East-northeast,75%,29.88 Hg,9 mi,AM,753,800
20200713,8:53 AM,Passing clouds,63,13 mph,Wind blowing from 270° West to East,70%,29.88 Hg,10 mi,AM,853,900
20200713,9:53 AM,Scattered clouds,64,10 mph,Wind blowing from 270° West to East,70%,29.89 Hg,10 mi,AM,953,1000
20200713,10:53 AM,Scattered clouds,64,6 mph,Wind blowing from 290° West-northwest to East-southeast,70%,29.90 Hg,10 mi,AM,1053,1100
20200713,11:53 AM,Passing clouds,67,6 mph,Wind blowing from 320° Northwest to Southeast,66%,29.90 Hg,10 mi,AM,1153,1200
20200802,10:53 AM,Scattered clouds,65,7 mph,Wind blowing from 290° West-northwest to East-southeast,70%,30.06 Hg,10 mi,AM,1053,1100
20200802,11:53 AM,Passing clouds,67,9 mph,Wind blowing from 270° West to East,66%,30.05 Hg,10 mi,AM,1153,1200
20200803,1:53 AM,Passing clouds,60,5 mph,Wind blowing from 60° East-northeast to West-southwest,78%,30.00 Hg,10 mi,AM,153,200
20200803,2:53 AM,Clear,61,3 mph,Wind blowing from 310° Northwest to Southeast,81%,30.00 Hg,10 mi,AM,253,300
20200803,3:53 AM,Passing clouds,61,3 mph,Wind blowing from 330° North-northwest to South-southeast,81%,30.01 Hg,10 mi,AM,353,400
20200803,4:53 AM,Passing clouds,60,No wind,Wind blowing from 0° North to South,83%,30.01 Hg,10 mi,AM,453,500
20200803,5:53 AM,Passing clouds,58,No wind,Wind blowing from 0° North to South,84%,30.01 Hg,10 mi,AM,553,600
20200805,9:53 AM,Drizzle. Low clouds,62,16 mph,Wind blowing from 250° West-southwest to East-northeast,78%,29.98 Hg,10 mi,AM,953,1000
20200805,11:53 AM,Overcast,66,16 mph,Wind blowing from 240° West-southwest to East-northeast,68%,29.98 Hg,10 mi,AM,1153,1200
20200811,10:53 AM,Scattered clouds,69,9 mph,Wind blowing from 310° Northwest to Southeast,63%,29.96 Hg,10 mi,AM,1053,1100
20200811,11:53 AM,Passing clouds,71,15 mph,Wind blowing from 310° Northwest to Southeast,61%,29.96 Hg,10 mi,AM,1153,1200
20200816,3:53 AM,Thundershowers. Mostly cloudy,77,9 mph,Wind blowing from 180° South to North,62%,29.92 Hg,10 mi,AM,353,400
20200816,4:53 AM,Thunderstorms. Mostly cloudy,76,13 mph,Wind blowing from 350° North to South,62%,29.84 Hg,10 mi,AM,453,500
20200816,5:53 AM,Thunderstorms. Mostly cloudy,79,16 mph,Wind blowing from 210° South-southwest to North-northeast,56%,29.81 Hg,10 mi,AM,553,600
20200816,6:53 AM,Thundershowers. Broken clouds,76,12 mph,Wind blowing from 40° Northeast to Southwest,64%,29.87 Hg,10 mi,AM,653,700
20200816,7:53 AM,Thunderstorms. Broken clouds,78,13 mph,Wind blowing from 190° South to North,62%,29.85 Hg,10 mi,AM,753,800
20200907,8:53 AM,Passing clouds,81,No wind,Wind blowing from 0° North to South,51%,29.83 Hg,10 mi,AM,853,900
20200907,9:53 AM,Passing clouds,83,5 mph,Wind blowing from 270° West to East,51%,29.83 Hg,10 mi,AM,953,1000
20200917,8:53 AM,Fog,66,6 mph,Wind blowing from 250° West-southwest to East-northeast,90%,29.98 Hg,0 mi,AM,853,900
20200917,10:53 AM,Fog,67,5 mph,Wind blowing from 230° Southwest to Northeast,87%,30.00 Hg,1 mi,AM,1053,1100
20200917,11:37 AM,Low clouds,68,5 mph,Wind blowing from 210° South-southwest to North-northeast,84%,30.00 Hg,1 mi,AM,1137,1200
20200917,11:53 AM,Partly sunny,69,6 mph,Wind blowing from 260° West to East,79%,29.99 Hg,10 mi,AM,1153,1200
20200922,4:53 AM,Low clouds,63,9 mph,Wind blowing from 290° West-northwest to East-southeast,81%,30.00 Hg,9 mi,AM,453,500
20200922,5:53 AM,Low clouds,63,8 mph,Wind blowing from 280° West to East,81%,30.01 Hg,9 mi,AM,553,600
20200922,6:53 AM,Low clouds,63,9 mph,Wind blowing from 220° Southwest to Northeast,81%,30.02 Hg,9 mi,AM,653,700
20200922,7:53 AM,Partly sunny,63,6 mph,Wind blowing from 230° Southwest to Northeast,81%,30.03 Hg,10 mi,AM,753,800
20200924,7:53 AM,Low clouds,65,9 mph,Wind blowing from 260° West to East,87%,30.06 Hg,10 mi,AM,753,800
20200924,8:53 AM,Broken clouds,66,7 mph,Wind blowing from 260° West to East,84%,30.06 Hg,10 mi,AM,853,900
20200924,9:35 AM,Low clouds,66,3 mph,Wind blowing from 210° South-southwest to North-northeast,84%,30.07 Hg,10 mi,AM,935,1000
20200924,9:53 AM,Partly sunny,66,5 mph,Wind blowing from 220° Southwest to Northeast,84%,30.07 Hg,10 mi,AM,953,1000
20200924,10:53 AM,Passing clouds,70,7 mph,Wind blowing from 270° West to East,73%,30.07 Hg,10 mi,AM,1053,1100
20200924,11:53 AM,Passing clouds,72,10 mph,Wind blowing from 270° West to East,71%,30.06 Hg,10 mi,AM,1153,1200
20201001,9:53 AM,Partly sunny,75,3 mph,Wind blowing from 280° West to East,52%,30.00 Hg,5 mi,AM,953,1000
20201001,10:53 AM,Partly sunny,77,3 mph,Wind blowing from 270° West to East,52%,30.00 Hg,5 mi,AM,1053,1100
20201001,11:53 AM,Mostly cloudy,81,3 mph,Wind blowing from 220° Southwest to Northeast,41%,30.00 Hg,5 mi,AM,1153,1200
20201010,3:53 AM,Partly cloudy,61,No wind,Wind blowing from 0° North to South,81%,29.93 Hg,10 mi,AM,353,400
20201010,4:53 AM,Partly cloudy,61,No wind,Wind blowing from 0° North to South,81%,29.94 Hg,10 mi,AM,453,500
20201010,5:34 AM,Partly cloudy,61,3 mph,Wind blowing from 120° East-southeast to West-northwest,78%,29.95 Hg,10 mi,AM,534,600
20201010,5:53 AM,Partly cloudy,62,6 mph,Wind blowing from 140° Southeast to Northwest,78%,29.95 Hg,10 mi,AM,553,600
20201010,6:53 AM,Passing clouds,62,7 mph,Wind blowing from 120° East-southeast to West-northwest,78%,29.94 Hg,10 mi,AM,653,700
20201017,3:53 AM,Passing clouds,62,3 mph,Wind blowing from 40° Northeast to Southwest,50%,29.92 Hg,10 mi,AM,353,400
20201017,4:53 AM,Passing clouds,61,No wind,Wind blowing from 0° North to South,62%,29.92 Hg,10 mi,AM,453,500
20201017,5:53 AM,Passing clouds,62,No wind,Wind blowing from 0° North to South,52%,29.93 Hg,10 mi,AM,553,600
20201017,6:53 AM,Passing clouds,61,No wind,Wind blowing from 0° North to South,48%,29.93 Hg,10 mi,AM,653,700
20201017,7:53 AM,Passing clouds,62,3 mph,Wind blowing from 0° North to South,48%,29.94 Hg,10 mi,AM,753,800
20201017,8:53 AM,Passing clouds,72,3 mph,Wind blowing from 190° South to North,41%,29.96 Hg,10 mi,AM,853,900
20201017,9:53 AM,Passing clouds,74,No wind,Wind blowing from 0° North to South,50%,29.98 Hg,10 mi,AM,953,1000
20201017,10:53 AM,Passing clouds,76,5 mph,Wind blowing from 230° Southwest to Northeast,50%,29.98 Hg,10 mi,AM,1053,1100
20201022,7:53 AM,Passing clouds,59,5 mph,Wind blowing from 320° Northwest to Southeast,81%,29.84 Hg,7 mi,AM,753,800
20201022,8:53 AM,Passing clouds,63,5 mph,Wind blowing from 340° North-northwest to South-southeast,78%,29.87 Hg,7 mi,AM,853,900
20201022,9:53 AM,Passing clouds,66,6 mph,Wind blowing from 280° West to East,68%,29.89 Hg,10 mi,AM,953,1000
20201022,10:53 AM,Passing clouds,68,7 mph,Wind blowing from 310° Northwest to Southeast,65%,29.89 Hg,10 mi,AM,1053,1100
20201022,11:53 AM,Passing clouds,70,9 mph,Wind blowing from 310° Northwest to Southeast,57%,29.89 Hg,10 mi,AM,1153,1200
20201101,3:53 AM,Clear,51,No wind,Wind blowing from 0° North to South,83%,30.11 Hg,10 mi,AM,353,400
20201103,4:53 AM,Fog,53,8 mph,Wind blowing from 290° West-northwest to East-southeast,86%,30.06 Hg,8 mi,AM,453,500
20201103,5:53 AM,Passing clouds,54,5 mph,Wind blowing from 330° North-northwest to South-southeast,86%,30.06 Hg,10 mi,AM,553,600
20201103,7:53 AM,Partly sunny,57,3 mph,Wind blowing from 50° Northeast to Southwest,81%,30.10 Hg,10 mi,AM,753,800
20201103,8:53 AM,Passing clouds,59,No wind,Wind blowing from 0° North to South,75%,30.12 Hg,10 mi,AM,853,900
20201103,9:53 AM,Passing clouds,60,3 mph,Wind blowing from 180° South to North,72%,30.12 Hg,10 mi,AM,953,1000
20201110,6:53 AM,Passing clouds,42,3 mph,Wind blowing from 120° East-southeast to West-northwest,60%,30.29 Hg,10 mi,AM,653,700
20201110,7:53 AM,Passing clouds,48,5 mph,Wind blowing from 70° East-northeast to West-southwest,56%,30.29 Hg,10 mi,AM,753,800
20201119,6:53 AM,Fog,50,No wind,Wind blowing from 0° North to South,86%,30.28 Hg,6 mi,AM,653,700
20201126,4:53 AM,Clear,42,5 mph,Wind blowing from 30° North-northeast to South-southwest,73%,30.20 Hg,10 mi,AM,453,500
20201126,5:53 AM,Clear,41,5 mph,Wind blowing from 30° North-northeast to South-southwest,76%,30.21 Hg,10 mi,AM,553,600
20201126,6:53 AM,Clear,41,6 mph,Wind blowing from 50° Northeast to Southwest,74%,30.22 Hg,10 mi,AM,653,700
20201203,11:53 AM,Passing clouds,58,8 mph,Wind blowing from 270° West to East,62%,30.27 Hg,10 mi,AM,1153,1200
20201212,8:43 AM,Broken clouds,59,No wind,Wind blowing from 0° North to South,87%,30.10 Hg,10 mi,AM,843,900
20201207,11:53 AM,Passing clouds,75,17 mph,Wind blowing from 60° East-northeast to West-southwest,18%,30.21 Hg,10 mi,AM,1153,1200
20201208,1:53 AM,Clear,49,No wind,Wind blowing from 0° North to South,57%,30.18 Hg,10 mi,AM,153,200
20201208,2:53 AM,Clear,47,No wind,Wind blowing from 0° North to South,61%,30.18 Hg,10 mi,AM,253,300
20201208,3:53 AM,Clear,47,5 mph,Wind blowing from 30° North-northeast to South-southwest,59%,30.17 Hg,10 mi,AM,353,400
20201208,4:53 AM,Clear,43,3 mph,Wind blowing from 40° Northeast to Southwest,62%,30.17 Hg,10 mi,AM,453,500
20201208,5:53 AM,Clear,46,3 mph,Wind blowing from 60° East-northeast to West-southwest,63%,30.17 Hg,10 mi,AM,553,600
20201208,6:53 AM,Clear,43,No wind,Wind blowing from 0° North to South,68%,30.18 Hg,10 mi,AM,653,700
20201208,7:53 AM,Sunny,46,3 mph,Wind blowing from 20° North-northeast to South-southwest,68%,30.19 Hg,10 mi,AM,753,800
20201208,8:53 AM,Sunny,56,No wind,Wind blowing from 0° North to South,53%,30.19 Hg,10 mi,AM,853,900
20201208,9:53 AM,Passing clouds,62,No wind,Wind blowing from 0° North to South,46%,30.19 Hg,10 mi,AM,953,1000
20201214,6:53 AM,Passing clouds,48,5 mph,Wind blowing from 320° Northwest to Southeast,77%,30.28 Hg,10 mi,AM,653,700
20201214,7:53 AM,Passing clouds,44,3 mph,Wind blowing from 80° East to West,79%,30.29 Hg,10 mi,AM,753,800
20201214,8:53 AM,Passing clouds,51,No wind,Wind blowing from 0° North to South,77%,30.32 Hg,10 mi,AM,853,900
20201214,9:53 AM,Passing clouds,54,No wind,Wind blowing from 0° North to South,67%,30.33 Hg,10 mi,AM,953,1000
20201214,10:53 AM,Passing clouds,55,6 mph,Wind blowing from 270° West to East,64%,30.31 Hg,10 mi,AM,1053,1100
20201214,11:53 AM,Passing clouds,56,7 mph,Wind blowing from 310° Northwest to Southeast,65%,30.29 Hg,10 mi,AM,1153,1200
20201218,7:53 AM,Passing clouds,40,3 mph,Wind blowing from 60° East-northeast to West-southwest,80%,30.27 Hg,10 mi,AM,753,800
20201218,8:53 AM,Passing clouds,50,No wind,Wind blowing from 0° North to South,71%,30.30 Hg,10 mi,AM,853,900
20201218,9:53 AM,Passing clouds,54,No wind,Wind blowing from 0° North to South,64%,30.33 Hg,10 mi,AM,953,1000
20201218,10:53 AM,Passing clouds,55,5 mph,Wind blowing from 230° Southwest to Northeast,62%,30.34 Hg,10 mi,AM,1053,1100
20201218,11:53 AM,Passing clouds,57,5 mph,Wind blowing from 190° South to North,51%,30.33 Hg,10 mi,AM,1153,1200
20201219,1:53 AM,Passing clouds,44,3 mph,Wind blowing from 110° East-southeast to West-northwest,76%,30.37 Hg,10 mi,AM,153,200
20201219,2:53 AM,Passing clouds,45,5 mph,Wind blowing from 50° Northeast to Southwest,71%,30.38 Hg,10 mi,AM,253,300
20201219,3:53 AM,Passing clouds,43,3 mph,Wind blowing from 50° Northeast to Southwest,76%,30.38 Hg,10 mi,AM,353,400
20201221,10:53 AM,Passing clouds,54,8 mph,Wind blowing from 290° West-northwest to East-southeast,69%,30.11 Hg,10 mi,AM,1053,1100
20201221,11:53 AM,Passing clouds,56,7 mph,Wind blowing from 280° West to East,65%,30.09 Hg,10 mi,AM,1153,1200
20201226,6:53 AM,Partly cloudy,56,12 mph,Wind blowing from 260° West to East,77%,30.20 Hg,10 mi,AM,653,700
20201226,7:53 AM,Broken clouds,55,7 mph,Wind blowing from 240° West-southwest to East-northeast,77%,30.22 Hg,10 mi,AM,753,800
20201228,6:53 AM,Partly cloudy,50,7 mph,Wind blowing from 40° Northeast to Southwest,77%,29.77 Hg,10 mi,AM,653,700
20201228,7:53 AM,Broken clouds,51,7 mph,Wind blowing from 30° North-northeast to South-southwest,74%,29.80 Hg,10 mi,AM,753,800
20201228,8:53 AM,Partly sunny,52,8 mph,Wind blowing from 30° North-northeast to South-southwest,75%,29.83 Hg,10 mi,AM,853,900
20201228,9:53 AM,Partly sunny,51,6 mph,Wind blowing from 30° North-northeast to South-southwest,74%,29.85 Hg,10 mi,AM,953,1000
20201228,10:53 AM,Broken clouds,54,10 mph,Wind blowing from 40° Northeast to Southwest,69%,29.87 Hg,10 mi,AM,1053,1100
20201228,11:53 AM,Partly sunny,55,8 mph,Wind blowing from 0° North to South,67%,29.86 Hg,10 mi,AM,1153,1200
20210103,4:53 AM,Fog,53,No wind,Wind blowing from 0° North to South,86%,30.27 Hg,3 mi,AM,453,500
20210103,5:53 AM,Fog,53,No wind,Wind blowing from 0° North to South,86%,30.28 Hg,3 mi,AM,553,600
20210103,6:53 AM,Fog,53,No wind,Wind blowing from 0° North to South,86%,30.28 Hg,2 mi,AM,653,700
20210103,7:34 AM,Fog,53,3 mph,Wind blowing from 100° East to West,83%,30.29 Hg,1 mi,AM,734,800
20210103,7:53 AM,Fog,53,5 mph,Wind blowing from 110° East-southeast to West-northwest,83%,30.29 Hg,1 mi,AM,753,800
20210103,8:35 AM,Fog,53,6 mph,Wind blowing from 120° East-southeast to West-northwest,83%,30.30 Hg,1 mi,AM,835,900
20210103,8:53 AM,Fog,53,3 mph,Wind blowing from 120° East-southeast to West-northwest,83%,30.29 Hg,1 mi,AM,853,900
20210103,9:53 AM,Fog,53,3 mph,Wind blowing from 160° South-southeast to North-northwest,86%,30.31 Hg,1 mi,AM,953,1000
20210103,10:53 AM,Fog,53,No wind,Wind blowing from 0° North to South,83%,30.29 Hg,1 mi,AM,1053,1100
20210103,11:53 AM,Fog,52,No wind,Wind blowing from 0° North to South,89%,30.26 Hg,1 mi,AM,1153,1200
20210105,7:53 AM,Partly sunny,43,6 mph,Wind blowing from 120° East-southeast to West-northwest,89%,30.31 Hg,10 mi,AM,753,800
20210105,8:53 AM,Partly sunny,49,5 mph,Wind blowing from 70° East-northeast to West-southwest,86%,30.32 Hg,10 mi,AM,853,900
20210105,9:53 AM,Passing clouds,53,3 mph,Wind blowing from 110° East-southeast to West-northwest,83%,30.32 Hg,10 mi,AM,953,1000
20210105,10:53 AM,Passing clouds,54,No wind,Wind blowing from 0° North to South,80%,30.32 Hg,10 mi,AM,1053,1100
20210105,11:53 AM,Passing clouds,55,9 mph,Wind blowing from 300° West-northwest to East-southeast,72%,30.30 Hg,10 mi,AM,1153,1200
20210114,4:53 AM,Passing clouds,55,5 mph,Wind blowing from 100° East to West,80%,30.33 Hg,10 mi,AM,453,500
20210114,5:53 AM,Fog,48,No wind,Wind blowing from 0° North to South,83%,30.33 Hg,8 mi,AM,553,600
20210114,6:53 AM,Fog,48,3 mph,Wind blowing from 50° Northeast to Southwest,86%,30.33 Hg,10 mi,AM,653,700
20210116,9:53 AM,Passing clouds,62,No wind,Wind blowing from 0° North to South,65%,30.23 Hg,8 mi,AM,953,1000
20210116,10:53 AM,Scattered clouds,63,5 mph,Wind blowing from 280° West to East,65%,30.22 Hg,7 mi,AM,1053,1100
20210116,11:53 AM,Scattered clouds,65,6 mph,Wind blowing from 300° West-northwest to East-southeast,61%,30.18 Hg,9 mi,AM,1153,1200
20210121,6:53 AM,Passing clouds,39,3 mph,Wind blowing from 110° East-southeast to West-northwest,67%,30.09 Hg,10 mi,AM,653,700
20210121,7:53 AM,Passing clouds,42,5 mph,Wind blowing from 30° North-northeast to South-southwest,60%,30.09 Hg,10 mi,AM,753,800
20210121,8:53 AM,Passing clouds,51,No wind,Wind blowing from 0° North to South,61%,30.10 Hg,10 mi,AM,853,900
20210121,9:53 AM,Passing clouds,53,3 mph,Wind blowing from 260° West to East,52%,30.11 Hg,10 mi,AM,953,1000
20210129,2:53 AM,Light rain. Overcast,49,6 mph,Wind blowing from 30° North-northeast to South-southwest,80%,29.80 Hg,8 mi,AM,253,300
20210129,3:53 AM,Light rain. Passing clouds,49,6 mph,Wind blowing from 130° Southeast to Northwest,84%,29.80 Hg,10 mi,AM,353,400
20210129,4:53 AM,Partly cloudy,48,5 mph,Wind blowing from 100° East to West,83%,29.81 Hg,10 mi,AM,453,500
20210129,5:53 AM,Partly cloudy,47,3 mph,Wind blowing from 50° Northeast to Southwest,83%,29.82 Hg,10 mi,AM,553,600
20210129,6:53 AM,Fog,47,No wind,Wind blowing from 0° North to South,83%,29.83 Hg,10 mi,AM,653,700
20210129,7:53 AM,Fog,45,5 mph,Wind blowing from 60° East-northeast to West-southwest,86%,29.86 Hg,10 mi,AM,753,800
20210129,8:53 AM,Passing clouds,50,No wind,Wind blowing from 0° North to South,86%,29.90 Hg,10 mi,AM,853,900
20210129,9:53 AM,Passing clouds,52,6 mph,Wind blowing from 160° South-southeast to North-northwest,83%,29.92 Hg,10 mi,AM,953,1000
20210129,10:53 AM,Passing clouds,52,6 mph,Wind blowing from 170° South to North,77%,29.95 Hg,10 mi,AM,1053,1100
20210129,11:53 AM,Scattered clouds,54,6 mph,Wind blowing from 190° South to North,69%,29.95 Hg,10 mi,AM,1153,1200
20210212,3:53 AM,Passing clouds,54,16 mph,Wind blowing from 300° West-northwest to East-southeast,74%,29.99 Hg,10 mi,AM,353,400
20210214,1:53 AM,Passing clouds,50,3 mph,Wind blowing from 10° North to South,71%,30.09 Hg,10 mi,AM,153,200
20210214,2:53 AM,Passing clouds,48,3 mph,Wind blowing from 10° North to South,74%,30.09 Hg,10 mi,AM,253,300
20210214,3:53 AM,Passing clouds,50,5 mph,Wind blowing from 340° North-northwest to South-southeast,68%,30.09 Hg,10 mi,AM,353,400
20210215,4:35 AM,Light rain. Fog,56,10 mph,Wind blowing from 170° South to North,87%,30.09 Hg,4 mi,AM,435,500
20210215,4:53 AM,Fog,56,9 mph,Wind blowing from 180° South to North,87%,30.10 Hg,5 mi,AM,453,500
20210215,5:53 AM,Fog,56,9 mph,Wind blowing from 180° South to North,87%,30.09 Hg,3 mi,AM,553,600
20210215,6:53 AM,Light rain. Mostly cloudy,57,13 mph,Wind blowing from 180° South to North,83%,30.06 Hg,3 mi,AM,653,700
20210215,7:53 AM,Light rain. Fog,56,12 mph,Wind blowing from 160° South-southeast to North-northwest,87%,30.09 Hg,1 mi,AM,753,800
20210215,8:53 AM,Rain. Fog,56,13 mph,Wind blowing from 150° South-southeast to North-northwest,87%,30.09 Hg,1 mi,AM,853,900
20210215,9:35 AM,Light rain. Fog,57,13 mph,Wind blowing from 150° South-southeast to North-northwest,87%,30.10 Hg,1 mi,AM,935,1000
20210215,9:53 AM,Light rain. Fog,57,14 mph,Wind blowing from 160° South-southeast to North-northwest,87%,30.09 Hg,2 mi,AM,953,1000
20210215,10:53 AM,Fog,57,12 mph,Wind blowing from 170° South to North,87%,30.11 Hg,2 mi,AM,1053,1100
20210215,11:53 AM,Mostly cloudy,59,9 mph,Wind blowing from 210° South-southwest to North-northeast,90%,30.10 Hg,10 mi,AM,1153,1200
20210219,11:53 AM,Overcast,59,No wind,Wind blowing from 0° North to South,78%,30.32 Hg,10 mi,AM,1153,1200
